uid,gender,birth,age,zip,gender_pred,is_edm_ok,is_company,reject,PC,Phone,Tablet,Other,last_login,rfm_new,rfm_lastmonth,nes,frequency,monetary,recency,maxprice,avgprice,cnt_item,acc_discount,day_of_week,part_of_day,order_region0,order_region1,order_region2,order_store0,order_store1,order_store2,categories_0_,sign3_0,sign3_1,sign3_2,region3_0,region3_1,region3_2,sign6_0,sign6_1,sign6_2,region6_0,region6_1,region6_2,sign12_0,sign12_1,sign12_2,region12_0,region12_1,region12_2
10632222,M,,,804,M,FALSE,FALSE,FALSE,,,,,53,活躍_低價值,非潛力,活耀,1,2336,56,2336,2336,3,0,3,晚上,,,,,,,,,,,,,,,,,,,,,,,,,
17057985,O,,,205,M,FALSE,FALSE,FALSE,5,0,0,0,2,活躍_低價值,沉睡1,活耀,1,9297,13,9297,9297,2,0,4,半夜,,,,,,,,周邊,3C,居家,,,,3C,周邊,家電,錄音/音訊周邊,Logitech/羅技,,日用,食品,3C,電暖器,Logitech/羅技,錄音/音訊周邊
14233922,O,,,361,M,FALSE,FALSE,FALSE,,,,,8,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18270934,O,,,545,M,FALSE,FALSE,FALSE,,,,,50,未轉換,,潛在,,,167,,,,,5,晚上,,,,,,,,,,,,,,,,,,,,,,,,,
7468232,M,,,744,M,FALSE,FALSE,FALSE,,,,,17,活躍_低價值,低潛力高貢獻,活耀,2,5478,17,3490,2739,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15517968,O,,,326,F,FALSE,FALSE,FALSE,,,,,85,待喚回_低價值,非潛力,潛在,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8651657,F,,,950,F,FALSE,TRUE,FALSE,21,0,0,0,31,活躍_中價值,低潛力高貢獻,活耀,5,17516,28,9146,3503.2,17,100,2,晚上,,,,,,,,食品,保健,,PChome保健,,,周邊,食品,生活,保健,辦公品,掃除用具,周邊,日用,生活,衛生紙,掃除用具,MUJI無印良品
16884257,O,,,350,F,FALSE,FALSE,FALSE,,,,,11,活躍_低價值,低潛力高貢獻,活耀,2,2027,11,1528,1013.5,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13379449,O,,,711,F,FALSE,FALSE,FALSE,,,,,9,活躍_低價值,非潛力,活耀,1,799,9,799,799,2,399,5,早上,,,,,,,,居家,,,桌子/茶几,IRIS,,,,,,,,生活,家電,,床/櫃子,生活家電,
16715258,O,,,243,F,FALSE,FALSE,FALSE,,,,,16,沉睡_中價值,流失忠誠,潛在,,,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6389904,F,,,893,F,FALSE,FALSE,FALSE,,,,,46,,,活耀,1,520,24,520,520,6,70,6,下午,,,,,,,,生活,,,床包,,,,,,,,,休閒,,,運動鞋,,
12965055,F,,,932,F,FALSE,FALSE,FALSE,,,,,26,未轉換,,潛在,,,577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7142160,F,,,958,F,FALSE,FALSE,FALSE,,,,,12,待喚回_低價值,非潛力,潛在,,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16860092,O,,,261,F,FALSE,FALSE,FALSE,,,,,60,待喚回_低價值,,潛在,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21042739,F,19771109,46,542,F,FALSE,FALSE,FALSE,,,,,42,活躍_低價值,低潛力高貢獻,活耀,3,484,57,247,161.3333333,3,0,3,晚上,,,,,,,,家電,生活,,餐廚,電暖器,,食品,3C,生活,票券,露天,進口食材,食品,生活,3C,露天,票券,進口食材
18137195,O,,,305,F,FALSE,FALSE,FALSE,,,,,61,活躍_低價值,非潛力,活耀,1,2250,67,2250,2250,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6548521,F,,,900,F,FALSE,FALSE,FALSE,,,,,26,沉睡_低價值,非潛力,潛在,,,267,,,,,,,,,,,,,,,,,,,,,,,,,,日用,,,醫療口罩專區,,
17619955,O,,,831,F,FALSE,FALSE,FALSE,,,,,51,,,潛在,,,,,,,,1,半夜,,,,,,,,,,,,,,,,,,,,,,,,,
6605680,F,19800722,43,244,F,FALSE,FALSE,FALSE,,,,,54,活躍_中價值,非潛力,活耀,1,2790,86,2790,2790,2,0,5,早上,,,,,,,,通訊,,,安卓保貼,,,,,,,,,,,,,,
2771792,F,,,310,F,FALSE,FALSE,FALSE,3,0,0,0,1,活躍_低價值,低潛力高貢獻,活耀,2,1259,33,699,629.5,4,0,3,早上,,,,,,,,生活,食品,,寢具枕,,,食品,生活,,咖啡,餐廚,,食品,生活,,咖啡,餐廚,進口沖調
14705347,O,,,201,F,FALSE,FALSE,FALSE,,,,,65,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1549625,F,,,414,F,FALSE,FALSE,FALSE,2,0,0,0,82,活躍_中價值,低潛力高貢獻,活耀,1,550,39,550,550,1,0,7,晚上,,,,,,,,,,,,,,休閒,,,,,,美妝,生活,筆電,杯瓶,機能服,進口飲料
5557299,F,,,244,F,FALSE,FALSE,FALSE,0,4,0,0,72,活躍_低價值,低潛力高貢獻,活耀,2,1075,39,542,537.5,5,0,1,下午,,,,,,,,生活,食品,居家,餐廚,收納用品,,生活,食品,通訊,APPLE,,,通訊,生活,食品,APPLE,,
13336008,O,,,970,F,FALSE,FALSE,FALSE,,,,,31,活躍_低價值,非潛力,活耀,1,759,31,759,759,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9810283,O,,,621,F,FALSE,FALSE,FALSE,,,,,37,活躍_低價值,非潛力,活耀,1,6990,37,6990,6990,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12462030,O,,,420,F,FALSE,FALSE,FALSE,,,,,20,,,活耀,1,1491,26,1491,1491,3,50,5,下午,,,,,,,,食品,,,礦泉水,,,,,,,,,,,,,,
12439399,O,,,815,F,FALSE,FALSE,FALSE,,,,,77,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14312229,O,,,411,F,FALSE,FALSE,FALSE,0,10,0,0,85,活躍_低價值,低潛力高貢獻,活耀,1,749,85,749,749,1,0,1,下午,,,,,,,,,,,,,,食品,日用,生活,白蘭氏,婦幼,衛生紙,食品,通訊,日用,衛生紙,婦幼,三星旗艦
16487678,O,,,237,F,FALSE,FALSE,FALSE,,,,,59,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10585678,F,,,243,F,FALSE,FALSE,FALSE,,,,,20,活躍_低價值,非潛力,活耀,1,2392,42,2392,2392,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7288942,F,,,709,F,FALSE,FALSE,FALSE,,,,,40,流失_低價值,沉睡1,潛在,,,496,,,,,5,下午,,,,,,,,,,,,,,,,,,,,,,,,,
17948819,O,,,228,F,FALSE,FALSE,FALSE,,,,,2,待喚回_低價值,待喚回高潛力,潛在,,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14765685,O,,,640,F,FALSE,FALSE,FALSE,12,0,0,0,49,活躍_中價值,高忠誠高貢獻,活耀,5,5261,1,1798,1052.2,9,0,2,下午,,,,,,,,居家,,,床架/櫃子,hoi!好好生活,,日用,生活,食品,收納,餐廚,冷熱飲水,日用,3C,周邊,手寫/繪圖板,餐廚,鍋具
16278360,O,,,802,F,FALSE,FALSE,FALSE,,,,,28,活躍_中價值,低潛力高貢獻,活耀,5,39300,5,29288,7860,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18309182,O,,,260,F,TRUE,FALSE,FALSE,,,,,15,,,活耀,1,438,14,438,438,1,0,2,下午,,,,,,,,居家,,,燈飾,,,,,,,,,,,,,,
16630001,O,,,717,F,FALSE,FALSE,FALSE,,,,,43,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12076244,O,,,260,F,FALSE,FALSE,FALSE,,,,,73,,,活耀,1,1625,76,1625,1625,4,0,4,下午,,,,,,,,,,,,,,,,,,,,,,,,,
447688,F,,,822,F,FALSE,FALSE,FALSE,,,,,21,未轉換,,潛在,,,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15082581,O,,,204,F,FALSE,FALSE,FALSE,,,,,35,待喚回_低價值,低潛力低貢獻,潛在,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,通訊,,,iPhone殼套,APPLE周邊,
17665515,F,19861019,37,351,F,FALSE,FALSE,FALSE,,,,,35,流失_低價值,沉睡1,潛在,,,648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8839393,F,,,893,F,FALSE,FALSE,FALSE,,,,,15,沉睡_低價值,高流失低潛力,潛在,,,276,,,,,3,下午,,,,,,,,,,,,,,,,,,,,休閒,,,運動鞋,,
8464723,F,,,932,F,FALSE,TRUE,FALSE,,,,,5,,,活耀,1,990,4,990,990,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12017862,O,,,337,F,FALSE,FALSE,FALSE,,,,,90,未轉換,,睡眠,,,615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17069346,O,,,824,F,FALSE,FALSE,FALSE,,,,,87,,,活耀,1,4112,87,4112,4112,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8503235,F,,,973,F,FALSE,FALSE,FALSE,,,,,9,待喚回_低價值,非潛力,潛在,,,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21132649,O,,,840,F,FALSE,FALSE,FALSE,2,0,0,0,41,活躍_低價值,非潛力,活耀,1,598,42,598,598,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12707161,O,,,806,F,FALSE,FALSE,FALSE,,,,,6,活躍_低價值,非潛力,活耀,3,1976,7,990,658.6666667,6,96,1,下午,,,,,,,,,,,,,,,,,,,,,,,,,
20393795,O,,,403,F,TRUE,FALSE,FALSE,,,,,49,,,活耀,1,498,49,498,498,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10668868,F,,,244,F,FALSE,FALSE,FALSE,,,,,12,活躍_低價值,高流失低潛力,活耀,1,1099,16,1099,1099,1,0,4,晚上,,,,,,,,,,,,,,,,,,,,,,,,,
9956031,O,,,718,F,FALSE,TRUE,FALSE,,,,,41,活躍_低價值,低潛力高貢獻,活耀,2,2927,42,1612,975.6666667,10,0,3,晚上,,,,,,,,日用,食品,,牙膏牙刷漱口水,泡麵,飲料,,,,,,,,,,,,
12065155,F,,,812,F,FALSE,FALSE,FALSE,,,,,41,活躍_低價值,低潛力高貢獻,活耀,1,24900,41,24900,24900,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3530504,F,,,411,F,FALSE,FALSE,FALSE,9,0,0,0,15,活躍_中價值,高忠誠高貢獻,活耀,15,15590,11,2278,917.0588235,46,197,6,晚上,DBAT,DBAY,DBAT,DBATC1,DBAY2Q,DBATC1,信用卡,日用,家電,保健,濕紙巾,料理電器,牙膏牙刷漱口水,美妝,食品,日用,美材工具,零食,美容護髮,日用,家電,生活,冷凍,進口零食,米/食材
10645379,F,,,350,F,FALSE,FALSE,FALSE,,,,,73,活躍_低價值,非潛力,活耀,2,5960,73,2980,2980,2,0,,,,,,,,,,,,,,,,家電,,,冷熱飲水,,,家電,,,冷熱飲水,,
18383823,F,19691017,54,904,F,FALSE,FALSE,FALSE,0,89,0,0,20,活躍_高價值,高忠誠高貢獻,活耀,7,8782,41,2615,1254.571429,16,180,2,晚上,,,,,,,,居家,3C,生活,情趣職人(18+),收納用品,咖啡機,周邊,生活,家電,內衣,露天,貓砂/用品,日用,衣鞋包錶,通訊,男包,露營,華歌爾
9360088,F,,,511,F,FALSE,FALSE,FALSE,1,0,0,0,33,活躍_低價值,低潛力高貢獻,活耀,2,1770,48,990,885,2,0,5,早上,,,,,,,,,,,,,,,,,,,,,,,,,
13221982,O,,,970,F,FALSE,FALSE,FALSE,,,,,78,活躍_低價值,低潛力高貢獻,活耀,1,2931,84,2931,2931,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6784037,F,19800428,43,814,F,FALSE,FALSE,FALSE,0,9,0,0,17,活躍_低價值,低潛力高貢獻,活耀,2,2580,17,1400,1290,3,100,7,下午,,,,,,,,母嬰,休閒,,機能服,婦幼,,家電,生活,,潔牙/健康,鍋具,,生活,家電,數位,鍋具,專業攝影腳架,晾曬
1304420,F,,,516,F,FALSE,FALSE,FALSE,0,7,0,0,79,活躍_高價值,高忠誠高貢獻,活耀,3,7108,16,3991,2369.333333,9,300,1,晚上,,,,,,,,居家,日用,衣鞋包錶,奶粉,衣架/曬衣架,內衣,生活,食品,日用,收納,飲料,3M科技生活館,生活,家電,書店,冷熱飲水,衛浴,露天
18801103,O,,,435,F,FALSE,FALSE,FALSE,,,,,23,活躍_低價值,非潛力,活耀,1,6749,62,6749,6749,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15881792,O,,,268,F,FALSE,FALSE,FALSE,,,,,44,沉睡_低價值,非潛力,潛在,,,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6378550,F,,,435,F,FALSE,FALSE,FALSE,,,,,12,活躍_中價值,高忠誠高貢獻,活耀,1,493,72,493,493,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18141647,O,,,540,F,FALSE,FALSE,FALSE,,,,,5,流失_低價值,待喚回低潛力,潛在,,,458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15308095,O,,,811,F,FALSE,FALSE,FALSE,,,,,15,流失_低價值,沉睡1,潛在,,,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3339666,F,,,717,F,FALSE,FALSE,FALSE,,,,,9,活躍_低價值,沉睡1,活耀,1,2770,9,2770,2770,2,200,,,,,,,,,,,,,,,,,,,,,,,,,,,
7620240,O,,,709,F,FALSE,FALSE,FALSE,,,,,15,未轉換,,潛在,,,493,,,,,2,早上,,,,,,,,,,,,,,,,,,,,,,,,,
1576455,F,,,508,F,FALSE,TRUE,FALSE,,,,,66,活躍_低價值,非潛力,活耀,1,1340,68,1340,1340,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1347595,F,,,955,F,FALSE,FALSE,FALSE,2,0,0,0,2,活躍_高價值,高忠誠高貢獻,活耀,2,87144,5,39980,29048,6,0,,,,,,,,,,,,,,,,家電,休閒,,健身,除濕機,,3C,日用,休閒,健身,嬰童紙尿褲,除濕機
21111170,O,,,724,F,TRUE,FALSE,FALSE,,,,,85,活躍_低價值,高潛力高貢獻,活耀,2,26390,83,24900,13195,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4176095,F,,,335,F,FALSE,FALSE,FALSE,,,,,24,流失_低價值,高流失低潛力,潛在,,,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8257354,O,,,244,F,FALSE,FALSE,FALSE,,,,,21,活躍_低價值,非潛力,活耀,1,799,21,799,799,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10896483,F,,,337,F,FALSE,FALSE,FALSE,,,,,8,沉睡_低價值,非潛力,潛在,,,210,,,,,,,,,,,,,,,,,,,,家電,,,廚衛三機,,,家電,,,廚衛三機,,
12069018,O,,,263,F,FALSE,FALSE,FALSE,,,,,69,未轉換,,潛在,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7705307,F,,,307,F,FALSE,FALSE,FALSE,,,,,63,活躍_中價值,低潛力高貢獻,活耀,2,3713,63,1998,1856.5,4,35,3,早上,,,,,,,,,,,,,,,,,,,,,,,,,
9109293,F,,,351,F,FALSE,FALSE,FALSE,,,,,43,活躍_中價值,低潛力高貢獻,活耀,1,4712,43,4712,4712,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11909620,O,,,403,F,FALSE,FALSE,FALSE,,,,,2,未轉換,,潛在,,,377,,,,,1,半夜,,,,,,,,,,,,,,,,,,,,,,,,,
3161195,F,,,237,F,FALSE,FALSE,FALSE,,,,,39,沉睡_低價值,非潛力,潛在,,,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20605776,O,,,621,F,TRUE,FALSE,FALSE,,,,,9,,,活耀,1,580,9,580,580,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19112372,O,,,,F,TRUE,FALSE,FALSE,,,,,22,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20560633,F,19551212,68,,F,TRUE,FALSE,FALSE,,,,,39,,,潛在,,,,,,,,6,早上,,,,,,,,家電,,,,,,,,,,,,,,,,,
21103480,O,,,,F,TRUE,FALSE,FALSE,1,0,0,0,36,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20663265,O,,,,F,TRUE,FALSE,FALSE,,,,,18,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18652183,O,,,,F,TRUE,FALSE,FALSE,,,,,25,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20714978,O,,,,F,TRUE,FALSE,FALSE,,,,,2,,,潛在,,,,,,,,2,晚上,,,,,,,,3C,,,記憶卡,,,,,,,,,,,,,,
16336697,O,,,,F,TRUE,FALSE,FALSE,,,,,28,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20153227,O,,,,F,TRUE,FALSE,FALSE,,,,,20,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18574192,O,,,,F,TRUE,FALSE,FALSE,,,,,55,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16003529,O,,,,F,TRUE,FALSE,FALSE,,,,,62,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20306096,O,,,,F,TRUE,FALSE,FALSE,,,,,72,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20292578,O,,,,F,TRUE,FALSE,FALSE,,,,,6,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21137823,O,,,,F,TRUE,FALSE,FALSE,,,,,16,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20992717,O,,,,F,TRUE,FALSE,FALSE,,,,,52,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20527938,O,,,,F,TRUE,FALSE,FALSE,,,,,73,,,潛在,,,,,,,,2,晚上,,,,,,,,通訊,,,APPLE,,,,,,,,,,,,,,
16760854,O,,,,F,TRUE,FALSE,FALSE,,,,,23,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18976568,O,,,,F,TRUE,FALSE,FALSE,,,,,9,,,潛在,,,,,,,,6,晚上,,,,,,,,3C,,,S　S　D,,,,,,,,,,,,,,
20559362,O,,,,F,TRUE,FALSE,FALSE,,,,,28,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20839999,O,,,,F,TRUE,FALSE,FALSE,,,,,57,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19640012,O,,,,F,TRUE,FALSE,FALSE,,,,,61,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14798706,O,,,100,F,FALSE,FALSE,FALSE,3,0,0,0,70,活躍_中價值,低潛力高貢獻,活耀,1,4094,74,4094,4094,15,0,6,早上,,,,,,,,居家,,,文具用品,,,,,,,,,生活,日用,,文具,醫療保健,
12256589,F,,,100,F,FALSE,TRUE,FALSE,,,,,47,活躍_低價值,非潛力,活耀,1,650,47,650,650,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19793640,F,19691110,54,100,F,TRUE,FALSE,FALSE,1,0,0,0,80,待喚回_低價值,非潛力,潛在,,,119,,,,,,,,,,,,,,,,,,,,,,,,,,書店,,,健康養生,,
13119270,O,,,100,F,FALSE,FALSE,FALSE,,,,,61,活躍_低價值,低潛力低貢獻,活耀,1,330,58,330,330,1,0,2,早上,,,,,,,,,,,,,,周邊,休閒,,機車,耳機/麥克風,,周邊,休閒,,耳機/麥克風,機車,運動鞋
13179544,O,,,100,F,FALSE,FALSE,FALSE,,,,,33,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20198933,O,,,100,F,FALSE,FALSE,FALSE,,,,,20,流失_低價值,沉睡1,潛在,,,674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8968942,F,,,100,F,FALSE,FALSE,FALSE,,,,,50,活躍_低價值,非潛力,活耀,1,6158,50,3890,3079,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16753370,O,,,103,F,FALSE,FALSE,FALSE,,,,,9,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14934537,O,,,103,F,FALSE,FALSE,FALSE,,,,,3,待喚回_中價值,低潛力高貢獻,潛在,,,115,,,,,3,下午,,,,,,,,,,,,,,,,,,,,,,,,,
8045148,F,,,103,F,FALSE,FALSE,FALSE,,,,,38,流失_低價值,沉睡1,潛在,,,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9463440,O,,,103,F,FALSE,FALSE,FALSE,,,,,67,活躍_低價值,低潛力高貢獻,活耀,1,1566,67,1566,1566,1,0,,,,,,,,,,,,,,,,,,,,,,休閒,,,貓砂/用品,,
8021770,M,,,104,F,FALSE,FALSE,FALSE,,,,,76,活躍_中價值,高忠誠高貢獻,活耀,1,569,76,569,569,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19732538,O,,,104,F,FALSE,FALSE,FALSE,,,,,10,未轉換,,潛在,,,633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17383569,O,,,104,F,FALSE,FALSE,FALSE,,,,,52,活躍_低價值,低潛力高貢獻,活耀,1,495,52,495,495,1,0,7,晚上,,,,,,,,,,,,,,,,,,,,通訊,家電,,生活家電,APPLE,
6931956,F,,,104,F,FALSE,FALSE,FALSE,,,,,71,沉睡_低價值,,潛在,,,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12100984,O,,,104,F,FALSE,FALSE,FALSE,1,27,0,0,2,活躍_中價值,高忠誠高貢獻,活耀,3,5159,2,1979,1719.666667,8,100,1,晚上,,,,,,,,,,,,,,日用,通訊,書店,線材,桌子,APPLE周邊,日用,通訊,周邊,語言學習,洗衣精,料理電器
20236681,O,,,104,F,FALSE,FALSE,FALSE,,,,,16,活躍_低價值,非潛力,活耀,1,912,16,912,912,3,0,,,,,,,,,,,,,,,,食品,,,美顏,,,食品,,,美顏,,
8321415,O,,,104,F,FALSE,FALSE,FALSE,1,0,0,0,33,活躍_中價值,非潛力,活耀,1,408,33,408,408,3,0,5,早上,,,,,,,,,,,,,,,,,,,,,,,,,
8244392,F,,,104,F,FALSE,FALSE,FALSE,0,2,0,0,12,活躍_低價值,,活耀,1,1599,12,1599,1599,3,0,5,下午,,,,,,,,日用,保健,,洗衣精,窈窕保健,,,,,,,,,,,,,
7026871,F,,,104,F,FALSE,TRUE,FALSE,,,,,26,活躍_低價值,非潛力,活耀,3,10748,26,9450,3582.666667,3,90,3,早上,,,,,,,,,,,,,,,,,,,,,,,,,
5952995,F,,,104,F,FALSE,FALSE,FALSE,,,,,76,,,活耀,1,1047,76,1047,1047,1,0,7,半夜,,,,,,,,美妝,,,髮妝造型,,,,,,,,,,,,,,
18314073,O,,,105,F,FALSE,FALSE,FALSE,,,,,78,活躍_中價值,高潛力高貢獻,活耀,2,58390,77,56900,29195,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12158614,O,,,105,F,FALSE,FALSE,FALSE,,,,,85,未轉換,,潛在,,,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12786161,O,,,105,F,FALSE,TRUE,FALSE,,,,,88,活躍_低價值,低潛力低貢獻,活耀,1,990,88,990,990,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17326175,O,,,105,F,FALSE,FALSE,FALSE,,,,,62,活躍_低價值,低潛力高貢獻,活耀,2,3408,27,2509,1704,3,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
6612382,F,,,106,F,FALSE,FALSE,FALSE,,,,,62,活躍_中價值,低潛力高貢獻,活耀,3,14284,63,10590,4761.333333,8,2296,,,,,,,,,,,,,,,,日用,食品,家電,零食,進口零食,衛生紙,日用,食品,家電,洗/乾衣機,衛生紙,3M科技生活館
20847712,O,,,106,F,FALSE,FALSE,FALSE,,,,,71,活躍_低價值,非潛力,活耀,2,3955,21,2164,1977.5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108199,F,,,106,F,FALSE,TRUE,FALSE,,,,,84,,,活耀,1,3500,87,3500,3500,1,0,,,,,,,,,,,,,,,,休閒,,,票券,,,休閒,,,票券,,
18376228,O,,,106,F,FALSE,FALSE,FALSE,,,,,23,活躍_低價值,低潛力高貢獻,活耀,4,2830,22,1182,707.5,4,0,6,晚上,,,,,,,,通訊,,,Qi/行電,,,,,,,,,通訊,,,,,
3281392,F,,,106,F,FALSE,TRUE,FALSE,,,,,1,活躍_低價值,低潛力高貢獻,活耀,2,4396,1,2238,2198,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15614277,O,,,106,F,FALSE,FALSE,FALSE,,,,,52,活躍_低價值,高忠誠高貢獻,活耀,1,2016,54,2016,2016,3,0,5,下午,,,,,,,,,,,,,,休閒,食品,,進口沖調,,,休閒,食品,數位,APPLE周邊,進口沖調,
3288161,F,,,106,F,FALSE,FALSE,FALSE,5,0,0,0,47,活躍_高價值,高忠誠高貢獻,活耀,5,11851,1,2417,1316.777778,58,174,4,早上,,,,,,,,家電,,,除濕機,,,生活,,,辦公品,,,生活,,,辦公品,,
17763673,O,,,106,F,FALSE,FALSE,FALSE,2,0,0,0,69,活躍_低價值,非潛力,活耀,1,499,69,499,499,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5888898,F,,,106,F,FALSE,FALSE,FALSE,,,,,49,活躍_低價值,低潛力高貢獻,活耀,1,690,49,690,690,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12296565,O,,,106,F,FALSE,FALSE,FALSE,,,,,42,活躍_中價值,低潛力高貢獻,活耀,1,839,42,839,839,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3554357,F,,,108,F,FALSE,FALSE,FALSE,,,,,23,,,活耀,1,695,23,695,695,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19483835,O,,,108,F,FALSE,FALSE,FALSE,,,,,71,,,潛在,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12443269,F,,,110,F,FALSE,FALSE,FALSE,,,,,42,流失_低價值,沉睡1,潛在,,,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17913687,O,,,110,F,FALSE,FALSE,FALSE,,,,,8,活躍_低價值,非潛力,活耀,2,2367,8,1798,1183.5,3,0,6,早上,,,,,,,,,,,,,,食品,,,,,,食品,,,,,
7171747,F,,,110,F,FALSE,FALSE,FALSE,,,,,89,活躍_低價值,低潛力高貢獻,活耀,2,3129,62,2680,1564.5,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12055397,F,,,110,F,FALSE,FALSE,FALSE,,,,,15,活躍_中價值,低潛力高貢獻,活耀,8,12427,14,2880,1380.777778,19,200,,,,,,,,,,,,,,,,,,,,,,,,,,,
20265080,O,,,110,F,FALSE,FALSE,FALSE,0,2,0,0,87,待喚回_中價值,,潛在,,,167,,,,,,,,,,,,,,,,,,,,,,,,,,3C,通訊,,APPLE,,
9147064,O,,,110,F,FALSE,FALSE,FALSE,,,,,4,活躍_低價值,非潛力,活耀,2,2997,4,1638,1498.5,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
